ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
02478,25,017,357200,25017357200,3202,1156,1493090,1442680,24664,10158,12220923,12035126,3202,1156,1493090,1442680,12.98,11.38,12.22,11.99,100,100,100,100
02478,25,017,357300,25017357300,2942,1331,641759,641759,24664,10158,12220923,12035126,2973,1343,650678,650678,11.93,13.1,5.25,5.33,98.96,99.11,98.63,98.63
02478,25,017,357400,25017357400,2305,924,692255,665909,24664,10158,12220923,12035126,2339,938,694135,667789,9.35,9.1,5.66,5.53,98.55,98.51,99.73,99.72
02478,25,017,357500,25017357500,2130,902,482140,482140,24664,10158,12220923,12035126,2130,902,482140,482140,8.64,8.88,3.95,4.01,100,100,100,100
02478,25,017,357600,25017357600,2432,1081,488140,488140,24664,10158,12220923,12035126,2432,1081,488140,488140,9.86,10.64,3.99,4.06,100,100,100,100
02478,25,017,357700,25017357700,3727,1661,3031262,3009275,24664,10158,12220923,12035126,3727,1661,3031262,3009275,15.11,16.35,24.8,25,100,100,100,100
02478,25,017,357800,25017357800,3741,1382,3500640,3494782,24664,10158,12220923,12035126,3741,1382,3500640,3494782,15.17,13.61,28.64,29.04,100,100,100,100
02481,25,021,404100,25021404100,4025,1442,4455571,4266861,16244,5044,14859601,14612716,4025,1442,4455571,4266861,24.78,28.59,29.98,29.2,100,100,100,100
02481,25,021,404201,25021404201,3658,1250,3792612,3751967,16244,5044,14859601,14612716,3658,1250,3792612,3751967,22.52,24.78,25.52,25.68,100,100,100,100
02481,25,021,404202,25021404202,3011,1168,3355435,3343530,16244,5044,14859601,14612716,4986,1387,4523296,4510235,18.54,23.16,22.58,22.88,60.39,84.21,74.18,74.13
02481,25,021,404301,25021404301,3497,1170,2772120,2768681,16244,5044,14859601,14612716,5508,1884,3954907,3950173,21.53,23.2,18.66,18.95,63.49,62.1,70.09,70.09
02481,25,021,404302,25021404302,43,13,17623,17623,16244,5044,14859601,14612716,3529,1433,3027703,2580577,0.26,0.26,0.12,0.12,1.22,0.91,0.58,0.68
02481,25,021,404400,25021404400,2010,1,466240,464054,16244,5044,14859601,14612716,6276,1793,7460386,6864636,12.37,0.02,3.14,3.18,32.03,0.06,6.25,6.76
02482,25,021,404202,25021404202,543,129,754620,753464,10306,4055,11941633,10898492,4986,1387,4523296,4510235,5.27,3.18,6.32,6.91,10.89,9.3,16.68,16.71
02482,25,021,404301,25021404301,2011,714,1182787,1181492,10306,4055,11941633,10898492,5508,1884,3954907,3950173,19.51,17.61,9.9,10.84,36.51,37.9,29.91,29.91
02482,25,021,404302,25021404302,3486,1420,3010080,2562954,10306,4055,11941633,10898492,3529,1433,3027703,2580577,33.82,35.02,25.21,23.52,98.78,99.09,99.42,99.32
02482,25,021,404400,25021404400,4266,1792,6994146,6400582,10306,4055,11941633,10898492,6276,1793,7460386,6864636,41.39,44.19,58.57,58.73,67.97,99.94,93.75,93.24
02492,25,021,403100,25021403100,6809,2351,6936693,6568539,19931,7382,25585520,24675395,6841,2362,6956649,6588495,34.16,31.85,27.11,26.62,99.53,99.53,99.71,99.7
02492,25,021,403300,25021403300,4222,1454,7095996,6904079,19931,7382,25585520,24675395,4222,1454,7095996,6904079,21.18,19.7,27.73,27.98,100,100,100,100
02492,25,021,403400,25021403400,6488,2593,9941882,9640004,19931,7382,25585520,24675395,6488,2593,9941882,9640004,32.55,35.13,38.86,39.07,100,100,100,100
02492,25,021,403500,25021403500,75,27,213760,210214,19931,7382,25585520,24675395,5684,2497,5823624,5599844,0.38,0.37,0.84,0.85,1.32,1.08,3.67,3.75
02492,25,021,457200,25021457200,2337,957,1397189,1352559,19931,7382,25585520,24675395,5651,2216,3153972,3109342,11.73,12.96,5.46,5.48,41.36,43.19,44.3,43.5
02493,25,017,367100,25017367100,3959,1456,14867139,14693256,11261,4008,44891718,43574801,3959,1456,14867139,14693256,35.16,36.33,33.12,33.72,100,100,100,100
02493,25,017,367200,25017367200,7302,2552,30024579,28881545,11261,4008,44891718,43574801,7302,2552,30024579,28881545,64.84,63.67,66.88,66.28,100,100,100,100
02494,25,021,403100,25021403100,32,11,19956,19956,8955,3740,7386603,7166369,6841,2362,6956649,6588495,0.36,0.29,0.27,0.28,0.47,0.47,0.29,0.3
02494,25,021,403500,25021403500,5609,2470,5609864,5389630,8955,3740,7386603,7166369,5684,2497,5823624,5599844,62.64,66.04,75.95,75.21,98.68,98.92,96.33,96.25
02494,25,021,457200,25021457200,3314,1259,1756783,1756783,8955,3740,7386603,7166369,5651,2216,3153972,3109342,37.01,33.66,23.78,24.51,58.64,56.81,55.7,56.5
02532,25,001,013700,25001013700,4911,2125,16795503,13714980,12690,6601,43780849,36913958,4911,2125,16795503,13714980,38.7,32.19,38.36,37.15,100,100,100,100
02532,25,001,013800,25001013800,1372,580,4539571,4074313,12690,6601,43780849,36913958,4840,2270,13660558,12550246,10.81,8.79,10.37,11.04,28.35,25.55,33.23,32.46
02532,25,001,013900,25001013900,3982,2344,16198971,13305125,12690,6601,43780849,36913958,4831,2887,21957705,15682637,31.38,35.51,37,36.04,82.43,81.19,73.77,84.84
02532,25,001,014002,25001014002,458,179,1074215,1074215,12690,6601,43780849,36913958,4053,3074,24604825,19447510,3.61,2.71,2.45,2.91,11.3,5.82,4.37,5.52
02532,25,023,545200,25023545200,48,17,2039565,1980697,12690,6601,43780849,36913958,5669,2641,44857963,41461123,0.38,0.26,4.66,5.37,0.85,0.64,4.55,4.78
02532,25,023,545300,25023545300,1919,1356,3133024,2764628,12690,6601,43780849,36913958,4413,3307,10089494,7006646,15.12,20.54,7.16,7.49,43.49,41,31.05,39.46
02534,25,001,014002,25001014002,842,657,7413771,5920954,842,657,7413771,5920954,4053,3074,24604825,19447510,100,100,100,100,20.77,21.37,30.13,30.45
02535,25,007,200400,25007200400,1177,2109,128994448,63129227,1177,2109,128994448,63129227,3992,4528,307277156,162118177,100,100,100,100,29.48,46.58,41.98,38.94
02536,25,001,014402,25001014402,6247,2947,37293061,35634825,19583,11956,80762801,71696166,6947,3485,43442757,41053086,31.9,24.65,46.18,49.7,89.92,84.56,85.84,86.8
02536,25,001,014500,25001014500,5395,3080,21844999,17342535,19583,11956,80762801,71696166,5395,3080,21844999,17342535,27.55,25.76,27.05,24.19,100,100,100,100
02536,25,001,014600,25001014600,4130,2604,13711461,12369044,19583,11956,80762801,71696166,4130,2604,13711461,12369044,21.09,21.78,16.98,17.25,100,100,100,100
02536,25,001,014700,25001014700,3690,3225,7776476,6212958,19583,11956,80762801,71696166,3690,3225,7842649,6279131,18.84,26.97,9.63,8.67,100,100,99.16,98.95
02536,25,001,014800,25001014800,121,100,136804,136804,19583,11956,80762801,71696166,3387,2740,5826447,5270087,0.62,0.84,0.17,0.19,3.57,3.65,2.35,2.6
02537,25,001,013400,25001013400,3528,2033,21153467,19932561,6293,3099,32924886,31330309,4163,2302,22836258,21615352,56.06,65.6,64.25,63.62,84.75,88.31,92.63,92.21
02537,25,001,013500,25001013500,2239,872,10421697,10048026,6293,3099,32924886,31330309,6940,2790,25049570,23627023,35.58,28.14,31.65,32.07,32.26,31.25,41.6,42.53
02537,25,001,013600,25001013600,526,194,1349722,1349722,6293,3099,32924886,31330309,6334,2345,19617545,18683391,8.36,6.26,4.1,4.31,8.3,8.27,6.88,7.22
02538,25,023,545200,25023545200,3166,1538,11741593,10541672,3603,1739,12986018,11786097,5669,2641,44857963,41461123,87.87,88.44,90.42,89.44,55.85,58.24,26.18,25.43
02538,25,023,545300,25023545300,338,159,1058718,1058718,3603,1739,12986018,11786097,4413,3307,10089494,7006646,9.38,9.14,8.15,8.98,7.66,4.81,10.49,15.11
02538,25,023,545400,25023545400,99,42,185707,185707,3603,1739,12986018,11786097,5294,3313,34014289,16024804,2.75,2.42,1.43,1.58,1.87,1.27,0.55,1.16
02539,25,007,200300,25007200300,4067,5220,122540309,69429046,4067,5220,122540309,69429046,4067,5220,122540309,69429046,100,100,100,100,100,100,100,100
02540,25,001,014300,25001014300,1269,1083,8019094,5879505,8221,6605,32296720,27746696,4384,3676,19217643,15913609,15.44,16.4,24.83,21.19,28.95,29.46,41.73,36.95
02540,25,001,014402,25001014402,700,538,6149696,5418261,8221,6605,32296720,27746696,6947,3485,43442757,41053086,8.51,8.15,19.04,19.53,10.08,15.44,14.16,13.2
02540,25,001,014700,25001014700,0,0,66173,66173,8221,6605,32296720,27746696,3690,3225,7842649,6279131,0,0,0.2,0.24,0,0,0.84,1.05
02540,25,001,014800,25001014800,3266,2640,5689643,5133283,8221,6605,32296720,27746696,3387,2740,5826447,5270087,39.73,39.97,17.62,18.5,96.43,96.35,97.65,97.4
02540,25,001,014900,25001014900,2986,2344,12372114,11249474,8221,6605,32296720,27746696,3598,3160,19455036,15914774,36.32,35.49,38.31,40.54,82.99,74.18,63.59,70.69
02542,25,001,013800,25001013800,0,0,10269,10269,1139,449,79704562,79576588,4840,2270,13660558,12550246,0,0,0.01,0.01,0,0,0.08,0.08
02542,25,001,014002,25001014002,0,0,1159767,1159767,1139,449,79704562,79576588,4053,3074,24604825,19447510,0,0,1.46,1.46,0,0,4.71,5.96
02542,25,001,014100,25001014100,1139,449,78534526,78406552,1139,449,79704562,79576588,1141,450,82374945,82246971,100,100,98.53,98.53,99.82,99.78,95.34,95.33
02543,25,001,014900,25001014900,612,816,7082922,4665300,635,863,78073707,25723427,3598,3160,19455036,15914774,96.38,94.55,9.07,18.14,17.01,25.82,36.41,29.31
02543,25,007,200400,25007200400,23,47,70990785,21058127,635,863,78073707,25723427,3992,4528,307277156,162118177,3.62,5.45,90.93,81.86,0.58,1.04,23.1,12.99
02553,25,001,013900,25001013900,226,176,2405394,636142,226,176,2405394,636142,4831,2887,21957705,15682637,100,100,100,100,4.68,6.1,10.95,4.06
02554,25,019,950100,25019950100,1375,3136,7529011,4900605,9852,10393,144750935,101337719,1375,3136,7529011,4900605,13.96,30.17,5.2,4.84,100,100,100,100
02554,25,019,950200,25019950200,4869,2949,15099679,13459142,9852,10393,144750935,101337719,4869,2949,15099679,13459142,49.42,28.37,10.43,13.28,100,100,100,100
02554,25,019,950307,25019950307,342,1108,38087705,24803363,9852,10393,144750935,101337719,342,1108,38087705,24803363,3.47,10.66,26.31,24.48,100,100,100,100
02554,25,019,950400,25019950400,2422,1645,16027123,15272571,9852,10393,144750935,101337719,2422,1645,16027123,15272571,24.58,15.83,11.07,15.07,100,100,100,100
02554,25,019,950500,25019950500,844,1555,68007417,42902038,9852,10393,144750935,101337719,1164,2780,85886272,58035717,8.57,14.96,46.98,42.34,72.51,55.94,79.18,73.92
02556,25,001,014300,25001014300,3115,2593,11198549,10034104,3115,2593,11198549,10034104,4384,3676,19217643,15913609,100,100,100,100,71.05,70.54,58.27,63.05
02557,25,007,200200,25007200200,4491,4333,29785314,18660871,4491,4333,29785314,18660871,4527,4346,30051549,18927106,100,100,100,100,99.2,99.7,99.11,98.59
02558,25,023,545300,25023545300,2156,1792,5897752,3183300,2156,1792,5897752,3183300,4413,3307,10089494,7006646,100,100,100,100,48.86,54.19,58.45,45.43
02559,25,001,013900,25001013900,623,367,1917799,1741370,3376,2605,16874871,13033944,4831,2887,21957705,15682637,18.45,14.09,11.36,13.36,12.9,12.71,8.73,11.1
02559,25,001,014002,25001014002,2753,2238,14957072,11292574,3376,2605,16874871,13033944,4053,3074,24604825,19447510,81.55,85.91,88.64,86.64,67.92,72.8,60.79,58.07
02561,25,001,013800,25001013800,539,266,1810204,1591817,539,266,1810204,1591817,4840,2270,13660558,12550246,100,100,100,100,11.14,11.72,13.25,12.68
02562,25,001,013300,25001013300,65,161,2711208,2302046,2977,1574,9509307,8673478,3218,2039,14476523,12725773,2.18,10.23,28.51,26.54,2.02,7.9,18.73,18.09
02562,25,001,013800,25001013800,2912,1413,6798099,6371432,2977,1574,9509307,8673478,4840,2270,13660558,12550246,97.82,89.77,71.49,73.46,60.17,62.25,49.76,50.77
02563,25,001,013300,25001013300,3153,1878,11765315,10423727,10359,4742,36943662,34195598,3218,2039,14476523,12725773,30.44,39.6,31.85,30.48,97.98,92.1,81.27,81.91
02563,25,001,013400,25001013400,635,269,1682791,1682791,10359,4742,36943662,34195598,4163,2302,22836258,21615352,6.13,5.67,4.56,4.92,15.25,11.69,7.37,7.79
02563,25,001,013500,25001013500,4701,1913,14520840,13478729,10359,4742,36943662,34195598,6940,2790,25049570,23627023,45.38,40.34,39.31,39.42,67.74,68.57,57.97,57.05
02563,25,001,013600,25001013600,1853,671,8472301,8107936,10359,4742,36943662,34195598,6334,2345,19617545,18683391,17.89,14.15,22.93,23.71,29.25,28.61,43.19,43.4
02563,25,001,013800,25001013800,17,11,502415,502415,10359,4742,36943662,34195598,4840,2270,13660558,12550246,0.16,0.23,1.36,1.47,0.35,0.48,3.68,4
02564,25,019,950500,25019950500,310,1203,17685001,14939825,310,1203,17685001,14939825,1164,2780,85886272,58035717,100,100,100,100,26.63,43.27,20.59,25.74
02568,25,007,200100,25007200100,3949,3094,26987890,16929465,4000,3113,27338241,17279816,3949,3094,26987890,16929465,98.73,99.39,98.72,97.97,100,100,100,100
02568,25,007,200200,25007200200,36,13,266235,266235,4000,3113,27338241,17279816,4527,4346,30051549,18927106,0.9,0.42,0.97,1.54,0.8,0.3,0.89,1.41
02568,25,007,200400,25007200400,15,6,84116,84116,4000,3113,27338241,17279816,3992,4528,307277156,162118177,0.38,0.19,0.31,0.49,0.38,0.13,0.03,0.05
02571,25,023,545100,25023545100,2831,1272,8336465,6767541,10481,5629,63993037,51545392,6446,2995,30929629,28384208,27.01,22.6,13.03,13.13,43.92,42.47,26.95,23.84
02571,25,023,545200,25023545200,2455,1086,31076805,28938754,10481,5629,63993037,51545392,5669,2641,44857963,41461123,23.42,19.29,48.56,56.14,43.31,41.12,69.28,69.8
02571,25,023,545400,25023545400,5195,3271,24579767,15839097,10481,5629,63993037,51545392,5294,3313,34014289,16024804,49.57,58.11,38.41,30.73,98.13,98.73,72.26,98.84
02575,25,007,200400,25007200400,2725,2198,75784735,64751624,2725,2198,75784735,64751624,3992,4528,307277156,162118177,100,100,100,100,68.26,48.54,24.66,39.94
02576,25,023,541100,25023541100,139,52,3776032,3664338,3754,1775,26369196,25281005,5232,1885,93336520,86970679,3.7,2.93,14.32,14.49,2.66,2.76,4.05,4.21
02576,25,023,545100,25023545100,3615,1723,22593164,21616667,3754,1775,26369196,25281005,6446,2995,30929629,28384208,96.3,97.07,85.68,85.51,56.08,57.53,73.05,76.16
02584,25,019,950500,25019950500,10,22,193854,193854,10,22,193854,193854,1164,2780,85886272,58035717,100,100,100,100,0.86,0.79,0.23,0.33
02601,25,001,012102,25001012102,0,0,11371,11371,14089,8062,24404619,22253040,3057,3503,15737646,9781251,0,0,0.05,0.05,0,0,0.07,0.12
02601,25,001,012502,25001012502,2829,2198,5584584,3876594,14089,8062,24404619,22253040,3080,2691,8203836,5963433,20.08,27.26,22.88,17.42,91.85,81.68,68.07,65.01
02601,25,001,012601,25001012601,2147,982,2620352,2610558,14089,8062,24404619,22253040,2877,1305,3476993,3467199,15.24,12.18,10.74,11.73,74.63,75.25,75.36,75.29
02601,25,001,012602,25001012602,4915,2276,3394511,3333230,14089,8062,24404619,22253040,4915,2276,3394511,3333230,34.89,28.23,13.91,14.98,100,100,100,100
02601,25,001,012700,25001012700,1184,791,1472262,1472262,14089,8062,24404619,22253040,4562,3235,10508882,9606452,8.4,9.81,6.03,6.62,25.95,24.45,14.01,15.33
02601,25,001,012800,25001012800,3,3,59232,59232,14089,8062,24404619,22253040,3923,2171,10701024,7813608,0.02,0.04,0.24,0.27,0.08,0.14,0.55,0.76
02601,25,001,015300,25001015300,3011,1812,11262307,10889793,14089,8062,24404619,22253040,3038,1831,13734110,13203007,21.37,22.48,46.15,48.94,99.11,98.96,82,82.48
02630,25,001,012200,25001012200,1829,1133,15369963,10144569,1850,1142,15612350,10386956,5046,2726,59131441,47450182,98.86,99.21,98.45,97.67,36.25,41.56,25.99,21.38
02630,25,001,015300,25001015300,21,9,242387,242387,1850,1142,15612350,10386956,3038,1831,13734110,13203007,1.14,0.79,1.55,2.33,0.69,0.49,1.76,1.84
02631,25,001,010400,25001010400,19,10,35870,35870,9679,7838,64100674,56908227,2999,2359,24073631,15509873,0.2,0.13,0.06,0.06,0.63,0.42,0.15,0.23
02631,25,001,010800,25001010800,4870,3785,31324291,28107861,9679,7838,64100674,56908227,4878,3788,31497911,28281481,50.32,48.29,48.87,49.39,99.84,99.92,99.45,99.39
02631,25,001,010900,25001010900,4790,4043,32740513,28764496,9679,7838,64100674,56908227,4942,4160,35019557,30985717,49.49,51.58,51.08,50.55,96.92,97.19,93.49,92.83
02632,25,001,012601,25001012601,730,323,856641,856641,10742,6171,22741018,18960855,2877,1305,3476993,3467199,6.8,5.23,3.77,4.52,25.37,24.75,24.64,24.71
02632,25,001,012700,25001012700,3320,2352,8553257,7713924,10742,6171,22741018,18960855,4562,3235,10508882,9606452,30.91,38.11,37.61,40.68,72.78,72.7,81.39,80.3
02632,25,001,012800,25001012800,3360,1928,8983368,6095952,10742,6171,22741018,18960855,3923,2171,10701024,7813608,31.28,31.24,39.5,32.15,85.65,88.81,83.95,78.02
02632,25,001,012900,25001012900,3332,1568,4347752,4294338,10742,6171,22741018,18960855,4135,1928,6150588,6094102,31.02,25.41,19.12,22.65,80.58,81.33,70.69,70.47
02633,25,001,010600,25001010600,2125,2078,15590899,8291149,3884,4576,32196244,19564858,2973,2998,33078168,14706916,54.71,45.41,48.42,42.38,71.48,69.31,47.13,56.38
02633,25,001,010700,25001010700,1759,2498,16605345,11273709,3884,4576,32196244,19564858,3152,4345,35980706,27069488,45.29,54.59,51.58,57.62,55.81,57.49,46.15,41.65
02635,25,001,013200,25001013200,3296,2184,17121876,14312729,3296,2184,17121876,14312729,4783,2848,22936093,19525248,100,100,100,100,68.91,76.69,74.65,73.3
02637,25,001,012200,25001012200,253,149,1889214,1811366,253,149,1889214,1811366,5046,2726,59131441,47450182,100,100,100,100,5.01,5.47,3.19,3.82
02638,25,001,011300,25001011300,2600,2690,14430406,13028389,3207,3130,16788683,15284718,2600,2690,14430406,13028389,81.07,85.94,85.95,85.24,100,100,100,100
02638,25,001,011400,25001011400,607,440,2358277,2256329,3207,3130,16788683,15284718,2991,2660,16187619,15250351,18.93,14.06,14.05,14.76,20.29,16.54,14.57,14.8
02639,25,001,011002,25001011002,6,4,7710,7710,2875,4912,8119476,7165342,4157,3512,23655523,21452144,0.21,0.08,0.09,0.11,0.14,0.11,0.03,0.04
02639,25,001,011500,25001011500,190,126,1043772,843341,2875,4912,8119476,7165342,4029,2715,11900000,11168095,6.61,2.57,12.86,11.77,4.72,4.64,8.77,7.55
02639,25,001,011600,25001011600,2679,4782,7067994,6314291,2875,4912,8119476,7165342,2710,4812,7088449,6334746,93.18,97.35,87.05,88.12,98.86,99.38,99.71,99.68
02641,25,001,011400,25001011400,532,637,5970118,5286447,532,637,5970118,5286447,2991,2660,16187619,15250351,100,100,100,100,17.79,23.95,36.88,34.66
02642,25,001,010304,25001010304,2421,2706,25551595,18346123,4937,5925,44877686,35941612,2421,2706,26175693,18346123,49.04,45.67,56.94,51.04,100,100,97.62,100
02642,25,001,010306,25001010306,2516,3219,19326091,17595489,4937,5925,44877686,35941612,2535,3254,19536921,17806319,50.96,54.33,43.06,48.96,99.25,98.92,98.92,98.82
02643,25,001,010500,25001010500,26,85,9562353,4904568,26,85,9562353,4904568,2891,2985,34786514,21094456,100,100,100,100,0.9,2.85,27.49,23.25
02644,25,001,013600,25001013600,3955,1480,9795522,9225733,3955,1480,9795522,9225733,6334,2345,19617545,18683391,100,100,100,100,62.44,63.11,49.93,49.38
02645,25,001,010800,25001010800,8,3,173620,173620,9663,6222,47715808,43109614,4878,3788,31497911,28281481,0.08,0.05,0.36,0.4,0.16,0.08,0.55,0.61
02645,25,001,010900,25001010900,86,63,1878784,1846722,9663,6222,47715808,43109614,4942,4160,35019557,30985717,0.89,1.01,3.94,4.28,1.74,1.51,5.36,5.96
02645,25,001,011002,25001011002,2869,1498,16084529,14498084,9663,6222,47715808,43109614,4157,3512,23655523,21452144,29.69,24.08,33.71,33.63,69.02,42.65,67.99,67.58
02645,25,001,011100,25001011100,4694,3084,22068464,19218544,9663,6222,47715808,43109614,4694,3084,22068464,19218544,48.58,49.57,46.25,44.58,100,100,100,100
02645,25,001,011200,25001011200,2006,1574,7510411,7372644,9663,6222,47715808,43109614,3392,3688,14056597,13419696,20.76,25.3,15.74,17.1,59.14,42.68,53.43,54.94
02646,25,001,011002,25001011002,290,507,2053800,1751529,1676,2621,8599986,7798581,4157,3512,23655523,21452144,17.3,19.34,23.88,22.46,6.98,14.44,8.68,8.16
02646,25,001,011200,25001011200,1386,2114,6546186,6047052,1676,2621,8599986,7798581,3392,3688,14056597,13419696,82.7,80.66,76.12,77.54,40.86,57.32,46.57,45.06
02647,25,001,012502,25001012502,129,260,1704381,1226877,129,260,1704381,1226877,3080,2691,8203836,5963433,100,100,100,100,4.19,9.66,20.78,20.57
02648,25,001,012800,25001012800,46,20,96769,96769,7301,3188,26693568,24027628,3923,2171,10701024,7813608,0.63,0.63,0.36,0.4,1.17,0.92,0.9,1.24
02648,25,001,012900,25001012900,221,89,623343,623343,7301,3188,26693568,24027628,4135,1928,6150588,6094102,3.03,2.79,2.34,2.59,5.34,4.62,10.13,10.23
02648,25,001,013100,25001013100,5547,2415,20159239,18094997,7301,3188,26693568,24027628,5935,2594,24972335,22908093,75.98,75.75,75.52,75.31,93.46,93.1,80.73,78.99
02648,25,001,013200,25001013200,1487,664,5814217,5212519,7301,3188,26693568,24027628,4783,2848,22936093,19525248,20.37,20.83,21.78,21.69,31.09,23.31,25.35,26.7
02649,25,001,013500,25001013500,0,5,107033,100268,14006,9887,70840183,60208417,6940,2790,25049570,23627023,0,0.05,0.15,0.17,0,0.18,0.43,0.42
02649,25,001,014100,25001014100,2,1,3840419,3840419,14006,9887,70840183,60208417,1141,450,82374945,82246971,0.01,0.01,5.42,6.38,0.18,0.22,4.66,4.67
02649,25,001,015001,25001015001,4417,2031,13815229,10266348,14006,9887,70840183,60208417,4417,2031,13815229,10266348,31.54,20.54,19.5,17.05,100,100,100,100
02649,25,001,015002,25001015002,3713,2166,16230838,14129045,14006,9887,70840183,60208417,3713,2166,16230838,14129045,26.51,21.91,22.91,23.47,100,100,100,100
02649,25,001,015100,25001015100,3809,2389,17253305,16662935,14006,9887,70840183,60208417,3809,2389,17253305,16662935,27.2,24.16,24.36,27.68,100,100,100,100
02649,25,001,015200,25001015200,2065,3295,19593359,15209402,14006,9887,70840183,60208417,2065,3295,19593359,15209402,14.74,33.33,27.66,25.26,100,100,100,100
02650,25,001,010600,25001010600,848,910,4470323,3744803,848,910,4470323,3744803,2973,2998,33078168,14706916,100,100,100,100,28.52,30.35,13.51,25.46
02651,25,001,010306,25001010306,16,30,181584,181584,16,30,181584,181584,2535,3254,19536921,17806319,100,100,100,100,0.63,0.92,0.93,1.02
02652,25,001,010208,25001010208,1175,1683,27192151,20714250,1175,1683,27192151,20714250,2003,3077,65728303,54274481,100,100,100,100,58.66,54.7,41.37,38.17
02653,25,001,010400,25001010400,2980,2349,24037761,15474003,5911,5303,44847676,31186211,2999,2359,24073631,15509873,50.41,44.3,53.6,49.62,99.37,99.58,99.85,99.77
02653,25,001,010500,25001010500,2865,2900,20409655,15337709,5911,5303,44847676,31186211,2891,2985,34786514,21094456,48.47,54.69,45.51,49.18,99.1,97.15,58.67,72.71
02653,25,001,010900,25001010900,66,54,400260,374499,5911,5303,44847676,31186211,4942,4160,35019557,30985717,1.12,1.02,0.89,1.2,1.34,1.3,1.14,1.21
02655,25,001,012900,25001012900,582,271,1179493,1176421,3518,3053,21470529,16911218,4135,1928,6150588,6094102,16.54,8.88,5.49,6.96,14.07,14.06,19.18,19.3
02655,25,001,013002,25001013002,2899,2738,20084994,15528755,3518,3053,21470529,16911218,2899,2738,20084994,15528755,82.4,89.68,93.55,91.83,100,100,100,100
02655,25,001,013100,25001013100,37,44,206042,206042,3518,3053,21470529,16911218,5935,2594,24972335,22908093,1.05,1.44,0.96,1.22,0.62,1.7,0.83,0.9
02657,25,001,010100,25001010100,2942,4494,37814129,25047886,2942,4494,37814129,25047886,2942,4494,37814129,25047886,100,100,100,100,100,100,100,100
02659,25,001,010700,25001010700,1108,1297,5915080,5298594,1108,1297,5915080,5298594,3152,4345,35980706,27069488,100,100,100,100,35.15,29.85,16.44,19.57
02660,25,001,011400,25001011400,1852,1583,7859224,7707575,6261,4551,21333771,19964838,2991,2660,16187619,15250351,29.58,34.78,36.84,38.61,61.92,59.51,48.55,50.54
02660,25,001,011500,25001011500,3839,2589,10856228,10324754,6261,4551,21333771,19964838,4029,2715,11900000,11168095,61.32,56.89,50.89,51.71,95.28,95.36,91.23,92.45
02660,25,001,011700,25001011700,570,379,2618319,1932509,6261,4551,21333771,19964838,1877,2709,9706233,7339705,9.1,8.33,12.27,9.68,30.37,13.99,26.98,26.33
02663,25,001,010206,25001010206,173,412,6528203,3658101,173,412,6528203,3658101,2750,4305,70092817,51262713,100,100,100,100,6.29,9.57,9.31,7.14
02664,25,001,011802,25001011802,632,338,2649211,2195464,9371,7062,20229062,17964910,4255,2360,15295050,13807262,6.74,4.79,13.1,12.22,14.85,14.32,17.32,15.9
02664,25,001,012001,25001012001,5732,3553,10793632,9997847,9371,7062,20229062,17964910,5732,3553,11126058,10330273,61.17,50.31,53.36,55.65,100,100,97.01,96.78
02664,25,001,012002,25001012002,3007,3171,6786219,5771599,9371,7062,20229062,17964910,3007,3171,6786219,5771599,32.09,44.9,33.55,32.13,100,100,100,100
02666,25,001,010208,25001010208,828,1390,37735228,32944245,828,1390,37735228,32944245,2003,3077,65728303,54274481,100,100,100,100,41.34,45.17,57.41,60.7
02667,25,001,010206,25001010206,2577,3893,63564614,47604612,2580,3902,64394784,48249844,2750,4305,70092817,51262713,99.88,99.77,98.71,98.66,93.71,90.43,90.69,92.86
02667,25,001,010208,25001010208,0,4,800924,615986,2580,3902,64394784,48249844,2003,3077,65728303,54274481,0,0.1,1.24,1.28,0,0.13,1.22,1.13
02667,25,001,010306,25001010306,3,5,29246,29246,2580,3902,64394784,48249844,2535,3254,19536921,17806319,0.12,0.13,0.05,0.06,0.12,0.15,0.15,0.16
02668,25,001,012200,25001012200,2413,1139,39225683,32878154,3278,1494,45394392,39046863,5046,2726,59131441,47450182,73.61,76.24,86.41,84.2,47.82,41.78,66.34,69.29
02668,25,001,012800,25001012800,514,220,1561655,1561655,3278,1494,45394392,39046863,3923,2171,10701024,7813608,15.68,14.73,3.44,4,13.1,10.13,14.59,19.99
02668,25,001,013100,25001013100,351,135,4607054,4607054,3278,1494,45394392,39046863,5935,2594,24972335,22908093,10.71,9.04,10.15,11.8,5.91,5.2,18.45,20.11
02669,25,001,010700,25001010700,285,550,2824556,2314379,285,550,2824556,2314379,3152,4345,35980706,27069488,100,100,100,100,9.04,12.66,7.85,8.55
02670,25,001,011700,25001011700,1307,2330,7087914,5407196,1307,2330,7087914,5407196,1877,2709,9706233,7339705,100,100,100,100,69.63,86.01,73.02,73.67
02671,25,001,011002,25001011002,992,1503,5509484,5194821,1023,1533,5529939,5215276,4157,3512,23655523,21452144,96.97,98.04,99.63,99.61,23.86,42.8,23.29,24.22
02671,25,001,011600,25001011600,31,30,20455,20455,1023,1533,5529939,5215276,2710,4812,7088449,6334746,3.03,1.96,0.37,0.39,1.14,0.62,0.29,0.32
